,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
10790,Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),17:15,23:20,06h 05m,INR 799,41 Seats available,"3.5
41",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10791,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,04:00,05h 00m,1356,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10792,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:45,04:30,04h 45m,1519,41 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10793,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),23:45,04:10,04h 25m,INR 700,35 Seats available,"3.1
23",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10794,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,04:45,04h 50m,INR 873,31 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10795,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,744,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10796,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,04:45,04h 50m,INR 873,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10797,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,744,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10798,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,INR 873,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10799,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,INR 873,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10800,City Land Travels,A/C Sleeper (2+1),23:59,04:10,04h 11m,979,34 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10801,Ashok Travels,A/C Seater / Sleeper (2+2),00:00,06:00,06h 00m,INR 759,52 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10802,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),00:25,05:30,05h 05m,1599,19 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10803,Yolo Bus,Volvo A/C Semi Sleeper (2+2),00:45,05:42,04h 57m,1770,49 Seats available,"2.0
4",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10804,Northern Travels,Volvo A/C Semi Sleeper (2+2),01:15,06:30,05h 15m,760,32 Seats available,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10805,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),01:30,06:15,04h 45m,INR 720,11 Seats available,"2.7
4",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10806,Reo India Travels,Volvo A/C Semi Sleeper (2+2),01:44,06:05,04h 21m,INR 647,24 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10807,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),02:00,06:00,04h 00m,1350,31 Seats available,2.3,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10808,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),02:15,05:50,03h 35m,707,39 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10809,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),02:30,06:30,04h 00m,INR 700,32 Seats available,"1.5
8",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10810,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),03:00,06:00,03h 00m,854,53 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10811,Cab India Travels,Volvo A/C Semi Sleeper (2+2),03:00,07:02,04h 02m,924,41 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10812,RAO TRAVELS INDIA PVT LTD.,Volvo AC Seater Pushback 2+2,03:30,07:30,04h 00m,INR 1500,40 Seats available,2.3,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10813,Big Bus,A/C Seater / Sleeper (2+2),03:30,08:00,04h 30m,INR 799,34 Seats available,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10814,Shub Yatra Holidays,A/C Sleeper (2+2),05:15,10:00,04h 45m,INR 2399,28 Seats available,2.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10815,Big Bus,A/C Seater / Sleeper (2+2),05:30,10:00,04h 30m,INR 799,32 Seats available,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10816,City Land Travels,Volvo A/C Semi Sleeper (2+2),13:05,18:30,05h 25m,684,41 Seats available,"2.7
23",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10817,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:05,20:00,04h 55m,853,41 Seats available,"2.8
17",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10818,NueGo,Electric A/C Seater (2+2),16:05,21:05,05h 00m,664,39 Seats available,"2.8
26",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10819,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30,22:30,06h 00m,INR 1659,34 Seats available,2.2,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10820,City Land Travels,Volvo A/C Semi Sleeper (2+2),18:05,23:00,04h 55m,853,33 Seats available,"1.8
47",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10821,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,02:30,06h 00m,709,41 Seats available,"2.7
28",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10822,Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),21:30,03:12,05h 42m,INR 799,40 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10823,Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),22:30,04:18,05h 48m,INR 999,40 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10824,Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),22:35,04:18,05h 43m,INR 999,40 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10825,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),23:55,04:00,04h 05m,INR 1999,41 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
10826,FlixBus,A/C Seater (2+2),00:10,04:55,04h 45m,INR 611,10 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10827,Khurana Bus Service,Volvo A/C (2+2),08:00,14:25,06h 25m,382,33 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10828,Khurana Bus Service,Volvo A/C (2+2),08:00,14:20,06h 20m,449,33 Seats available,"4.0
34",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10829,NueGo,Electric A/C Seater (2+2),09:00,14:25,05h 25m,380,32 Seats available,"4.1
277",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10830,FlixBus,A/C Seater (2+2),09:00,14:40,05h 40m,INR 217,24 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10831,City Land Travels,Volvo A/C Semi Sleeper (2+2),09:15,14:45,05h 30m,INR 500,37 Seats available,"4.4
90",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10832,City Land Travels,Volvo A/C Semi Sleeper (2+2),09:40,15:00,05h 20m,619,35 Seats available,"4.7
215",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10833,NueGo,Electric A/C Seater (2+2),10:00,15:05,05h 05m,396,32 Seats available,"3.5
295",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10834,Khurana Bus Service,Volvo A/C (2+2),10:00,16:25,06h 25m,382,34 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10835,Khurana Bus Service,Volvo A/C (2+2),10:00,16:20,06h 20m,424,34 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10836,NueGo,Electric A/C Seater (2+2),11:00,16:25,05h 25m,396,36 Seats available,"3.5
289",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10837,NueGo,Electric A/C Seater (2+2),12:00,17:05,05h 05m,380,35 Seats available,"3.5
341",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10838,Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,18:40,06h 00m,424,32 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10839,Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,19:00,06h 20m,424,32 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10840,NueGo,Electric A/C Seater (2+2),13:00,18:25,05h 25m,380,38 Seats available,"3.9
347",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10841,NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,396,41 Seats available,"3.5
350",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10842,NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,380,42 Seats available,"3.7
356",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10843,FlixBus,A/C Seater (2+2),16:00,21:55,05h 55m,INR 217,42 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10844,NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,356,44 Seats available,"3.6
208",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10845,KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,369,42 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10846,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,474,44 Seats available,"4.6
309",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10847,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,469,44 Seats available,"4.3
176",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10848,City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,495,29 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10849,NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,380,39 Seats available,"4.0
313",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10850,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),17:30,23:20,05h 50m,665,48 Seats available,"4.5
55",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10851,Apex Bus Travels,A/C Seater / Sleeper (2+2),17:45,22:15,04h 30m,554,39 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10852,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:55,23:15,05h 20m,540,29 Seats available,"4.8
266",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10853,Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),18:00,23:00,05h 00m,570,31 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10854,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,INR 573,29 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10855,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,INR 573,31 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10856,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,23:30,05h 30m,474,45 Seats available,"4.7
100",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10857,Lavish Travels,A/C Seater / Sleeper (2+2),18:15,01:00,06h 45m,539,38 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10858,Shiv Mohan Travels,AC Sleeper (2+1),18:20,00:50,06h 30m,557,36 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10859,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),18:30,00:05,05h 35m,509,29 Seats available,"4.8
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10860,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:30,01:00,06h 30m,INR 499,35 Seats available,"5.0
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10861,Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),18:30,23:30,05h 00m,570,28 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10862,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:50,05h 20m,570,35 Seats available,"4.6
49",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10863,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:30,23:30,05h 00m,523,37 Seats available,"3.7
14",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10864,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:35,01:10,06h 35m,INR 509,39 Seats available,"4.6
30",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10865,NueGo,Electric A/C Seater (2+2),18:40,23:35,04h 55m,404,38 Seats available,"3.9
12",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10866,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),18:40,00:00,05h 20m,540,49 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10867,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,00:15,05h 15m,474,38 Seats available,"4.8
33",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10868,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,23:55,04h 55m,569,31 Seats available,"4.7
144",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10869,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,474,29 Seats available,"4.6
254",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10870,Malana Travels,Volvo A/C Semi Sleeper (2+2),19:00,23:59,04h 59m,570,31 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10871,PAL Travel Lines,Bharat Benz A/C Semi Sleeper (2+2),19:00,23:59,04h 59m,584,29 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10872,Holiday Appeal Private Limited,Volvo A/C Semi Sleeper (2+2),19:00,23:45,04h 45m,INR 500,39 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10873,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:10,00:20,05h 10m,540,29 Seats available,"4.2
76",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10874,Shiv Mohan Travels,AC Sleeper (2+1),19:15,00:50,05h 35m,585,36 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10875,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),19:15,23:45,04h 30m,539,33 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10876,Yolo Bus,A/C Seater/Sleeper (2+1),19:15,00:03,04h 48m,INR 450,31 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10877,Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:25,00:10,04h 45m,425,21 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10878,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:05,05h 35m,620,30 Seats available,"4.6
56",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10879,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,618,39 Seats available,"4.7
48",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10880,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,00:30,05h 00m,665,49 Seats available,"4.7
47",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10881,Apex Bus Travels,A/C Seater / Sleeper (2+2),19:30,00:00,04h 30m,600,40 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10882,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,23:55,04h 25m,584,24 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10883,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,00:50,05h 20m,522,47 Seats available,"3.9
32",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10884,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:35,23:59,04h 24m,472,33 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10885,City Land Travels,Volvo A/C Semi Sleeper (2+2),19:55,00:40,04h 45m,540,29 Seats available,"4.3
20",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10886,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,02:25,06h 25m,INR 499,38 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10887,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,01:40,05h 40m,618,20 Seats available,"3.5
22",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10888,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,474,27 Seats available,"4.6
94",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10889,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:20,05h 20m,INR 600,27 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10890,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:30,05h 30m,532,36 Seats available,"4.8
51",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10891,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:10,05h 10m,474,41 Seats available,"3.9
50",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10892,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:05,05h 05m,490,25 Seats available,"4.8
50",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10893,Holiday Appeal Private Limited,Volvo A/C Semi Sleeper (2+2),20:00,00:45,04h 45m,INR 500,41 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10894,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,INR 600,31 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10895,Gola Bus Service,A/C Seater/Sleeper (2+1),20:00,02:05,06h 05m,INR 399,36 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10896,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,01:05,05h 00m,456,31 Seats available,"4.8
77",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10897,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),20:10,00:39,04h 29m,INR 500,35 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10898,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,01:10,04h 55m,552,35 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10899,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,01:45,05h 30m,630,20 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10900,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,495,34 Seats available,"3.5
19",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10901,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),20:30,01:25,04h 55m,494,27 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10902,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,INR 500,32 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10903,Zingbus Plus,Scania A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,540,29 Seats available,"4.2
73",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10904,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,532,37 Seats available,"4.9
37",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10905,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:45,05h 15m,INR 509,40 Seats available,"4.9
16",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10906,PAL Travel Lines,Scania A/C Semi Sleeper (2+2),20:35,01:05,04h 30m,584,31 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10907,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:55,01:30,04h 35m,540,29 Seats available,"4.8
31",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10908,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,01:45,04h 45m,630,37 Seats available,"5.0
17",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10909,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,02:00,05h 00m,569,31 Seats available,"4.2
42",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10910,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,01:55,04h 55m,665,21 Seats available,"4.9
70",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10911,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,02:30,05h 30m,474,41 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10912,Holiday Appeal Private Limited,Volvo A/C Semi Sleeper (2+2),21:05,01:50,04h 45m,INR 500,41 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10913,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,INR 600,32 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10914,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,02:00,04h 40m,648,25 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10915,City Land Travels,Volvo A/C Semi Sleeper (2+2),21:20,01:40,04h 20m,540,28 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10916,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,02:40,05h 20m,513,49 Seats available,"4.5
25",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10917,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),21:25,01:50,04h 25m,621,18 Seats available,"5.0
17",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10918,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,03:00,05h 30m,INR 550,33 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10919,FlixBus,A/C Seater (2+2),21:30,03:50,06h 20m,INR 217,37 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10920,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:30,02:15,04h 45m,584,31 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10921,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,02:40,05h 00m,INR 500,33 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10922,Ashok Bus Service,A/C Seater / Sleeper (2+2),21:45,03:30,05h 45m,INR 649,39 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10923,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),21:45,03:30,05h 45m,INR 649,30 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
10924,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:45,02:30,04h 45m,630,30 Seats available,"4.9
17",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
